SITE,Bird_ID,DATE,Time_ID,T_intervals,T_minutes,X_Estimate,Y_Estimate
YRS,20,9-May-04,3,1,15,344110.2759,75486.849
YRS,20,9-May-04,5,2,30,344271.2675,75607.5069
YRS,20,9-May-04,6,1,15,344568.3552,75998.4951
YRS,20,9-May-04,8,2,30,344126.8232,75746.8609
YRS,20,9-May-04,9,1,15,344143.3569,75435.4149
YRS,20,9-May-04,10,1,15,344074.1735,75495.235
YRS,20,9-May-04,11,1,15,344055.5722,75582.4136
YRS,20,9-May-04,12,1,15,344084.3702,75525.1471
YRS,20,12-May-04,2,,0,344074.8662,75500.7541
YRS,20,12-May-04,3,1,15,344050.5741,75465.552
YRS,20,12-May-04,4,1,15,344149.6174,75512.9394
YRS,20,14-May-04,1,,0,344231.3959,75869.434
YRS,20,14-May-04,2,1,15,343785.6932,76031.4793
YRS,20,14-May-04,3,1,15,343907.5677,75844.4903
YRS,20,14-May-04,4,1,15,344027.1753,75489.4358
YRS,20,14-May-04,5,1,15,344026.6946,75439.4523
YRS,20,14-May-04,6,1,15,344004.6544,75569.2112
YRS,20,14-May-04,7,1,15,343999.1204,75481.4932
YRS,20,14-May-04,8,1,15,344028.0843,75446.1701
YRS,20,14-May-04,9,1,15,343943.7844,75517.6368
TBS,22,5-Apr-04,7,,0,372404.2143,70240.8775
TBS,22,5-Apr-04,8,1,15,372582.3722,70120.0912
TBS,22,9-Apr-04,1,,0,372786.9737,70551.2381
TBS,22,9-Apr-04,2,1,15,372744.708,70482.1692
TBS,22,9-Apr-04,3,1,15,372743.0321,70626.367
TBS,22,9-Apr-04,4,1,15,372687.7727,70489.5641
TBS,22,9-Apr-04,5,1,15,372614.511,70630.9841
TBS,22,9-Apr-04,6,1,15,372601.6848,70637.875
TBS,22,9-Apr-04,8,2,30,372695.343,70522.642
TBS,22,11-Apr-04,2,,0,372685.5671,70533.9835
TBS,22,11-Apr-04,3,1,15,372807.7755,71011.2348
TBS,22,11-Apr-04,4,1,15,372682.859,70553.8167
TBS,22,11-Apr-04,5,1,15,372547.1399,70557.2549
TBS,22,11-Apr-04,6,1,15,372781.6713,70467.0108
TBS,22,11-Apr-04,7,1,15,372726.3943,70523.7917
TBS,22,11-Apr-04,9,2,30,374233.5689,71615.5386
TBS,22,11-Apr-04,11,2,30,373102.0563,70910.5476
TBS,22,20-Apr-04,1,,0,372412.4769,70738.3308
TBS,22,20-Apr-04,3,2,30,372492.2429,71257.526
TBS,22,20-Apr-04,4,1,15,372472.5614,70728.9622
TBS,22,20-Apr-04,5,1,15,372485.8574,70746.6904
TBS,22,20-Apr-04,7,2,30,372777.0164,70511.7189
TBS,22,20-Apr-04,9,2,30,372818.1602,70876.2505
TBS,22,23-Apr-04,1,,0,372694.6491,70884.1214
TBS,22,23-Apr-04,2,1,15,372627.3824,70747.0177
TBS,22,23-Apr-04,3,1,15,372770.6023,70526.7899
TBS,22,26-Apr-04,1,,0,372584,70863.202
TBS,22,28-Apr-04,1,,0,374420.1978,70580.7869
TBS,22,28-Apr-04,2,1,15,373004.5225,70263.256
TBS,22,28-Apr-04,3,1,15,373231.6878,69916.1735
TBS,22,28-Apr-04,4,1,15,373133.5922,68948.0157
TBS,22,28-Apr-04,7,3,45,372041.4939,70761.813
TBS,22,28-Apr-04,8,1,15,371183.2883,71527.3317
TBS,22,28-Apr-04,9,1,15,370699.4588,70965.6718
TBS,22,1-May-04,5,,0,372890.0506,70164.5583
TBS,22,1-May-04,6,1,15,372431.0967,70328.9751
TBS,22,1-May-04,8,2,30,372718.065,70512.4754
TBS,22,1-May-04,9,1,15,375199.9961,70355.49
TBS,22,1-May-04,11,2,30,372866.7338,70518.3605
TBS,22,1-May-04,12,1,15,372788.6357,70445.4366
TBS,22,1-May-04,14,2,30,372850.2843,70313.0742
TBS,22,1-May-04,16,2,30,372920.5871,70568.5795
TBS,22,4-May-04,1,,0,372518.5182,69429.7314
TBS,22,4-May-04,2,1,15,372397.5431,69297.0559
TBS,22,4-May-04,4,2,30,372579.1563,69926.6459
TBS,22,4-May-04,6,2,30,372835.9166,69608.0732
TBS,22,4-May-04,7,1,15,372915.3486,69399.9638
TBS,22,4-May-04,8,1,15,372980.2526,69313.5192
TBS,22,4-May-04,9,1,15,373332.0092,69540.4381
TBS,22,4-May-04,10,1,15,372935.0811,69889.8128
TBS,22,6-May-04,4,,0,373288.3367,69944.6033
TBS,22,6-May-04,8,4,60,373834.3814,69434.9284
TBS,22,6-May-04,13,5,75,372876.6858,70106.1534
TBS,24,10-Jan-05,2,,0,371277.97,69570.859
TBS,24,12-Jan-05,1,,0,372289.8762,69318.5624
TBS,24,12-Jan-05,3,2,30,372217.5221,69475.0061
TBS,24,22-Jan-05,4,,0,371380.2359,69968.5142
TBS,24,22-Jan-05,5,1,15,371336.6939,69857.1331
TBS,24,24-Jan-05,1,,0,371276.893,70073.8192
TBS,24,24-Jan-05,3,2,30,371502.9948,69437.0406
TBS,24,24-Jan-05,4,1,15,371163.8778,70217.4548
TBS,24,24-Jan-05,5,1,15,371115.92,70460.0102
TBS,24,24-Jan-05,6,1,15,371328.9124,69790.5667
TBS,24,24-Jan-05,7,1,15,371291.3833,69850.3479
TBS,24,24-Jan-05,8,1,15,371251.0713,69799.4587
TBS,24,24-Jan-05,9,1,15,371197.5991,70003.0148
TBS,24,24-Jan-05,10,1,15,371254.0851,70025.6178
YRS,29,2-Feb-04,1,,0,344154.51,76189.6707
YRS,29,2-Feb-04,3,2,30,344182.0341,76099.2129
YRS,29,2-Feb-04,4,1,15,344131.8173,75921.5065
YRS,29,2-Feb-04,5,1,15,344293.8279,75928.5553
YRS,29,2-Feb-04,6,1,15,344117.997,76227.7596
YRS,29,2-Feb-04,7,1,15,344334.5199,76294.3858
YRS,29,2-Feb-04,8,1,15,344189.9054,75887.6936
YRS,29,2-Feb-04,9,1,15,344150.34,75787.5735
YRS,29,2-Feb-04,10,1,15,344228.0565,76084.8708
YRS,29,2-Feb-04,14,4,60,344268.246,76181.2373
YRS,29,2-Feb-04,15,1,15,345538.4778,77922.0516
YRS,29,2-Feb-04,16,1,15,344762.4022,77693.9258
YRS,29,3-Feb-04,1,,0,344030.6075,75638.7064
YRS,29,3-Feb-04,2,1,15,344040.894,75585.4375
YRS,29,3-Feb-04,3,1,15,343946.7372,75472.6014
YRS,29,3-Feb-04,4,1,15,344029.1359,75449.426
YRS,29,3-Feb-04,5,1,15,344086.7676,75543.2673
YRS,29,3-Feb-04,6,1,15,344072.0081,75509.4039
YRS,29,3-Feb-04,7,1,15,344135.8967,75312.3012
YRS,29,3-Feb-04,11,4,60,344267.4106,75413.7331
YRS,29,3-Feb-04,12,1,15,344278.1658,75686.2484
YRS,29,4-Feb-04,1,,0,344232.3597,76118.7006
YRS,29,4-Feb-04,2,1,15,344258.9837,75765.5308
YRS,29,4-Feb-04,3,1,15,345384.5386,77848.9542
YRS,29,5-Feb-04,1,,0,344229.7087,75441.3277
YRS,29,5-Feb-04,2,1,15,344362.3598,75549.0318
YRS,29,5-Feb-04,3,1,15,344261.3036,75518.4574
YRS,29,5-Feb-04,4,1,15,344347.5457,75577.7505
YRS,29,5-Feb-04,5,1,15,344217.8303,75391.8722
YRS,29,5-Feb-04,6,1,15,344020.1917,75233.7898
YRS,29,5-Feb-04,7,1,15,344005.5171,75537.8752
YRS,29,5-Feb-04,8,1,15,343976.5347,75435.683
YRS,29,5-Feb-04,9,1,15,344224.6701,75421.0675
YRS,29,5-Mar-04,1,,0,344111.6103,75587.5323
YRS,29,5-Mar-04,2,1,15,344116.0307,75578.8569
YRS,29,5-Mar-04,3,1,15,344113.4909,75592.6993
YRS,29,6-Mar-04,1,,0,344164.1679,75460.2204
YRS,29,6-Mar-04,2,1,15,344182.9397,75447.5405
YRS,30,2-Feb-04,1,,0,344250.7657,76064.8313
YRS,30,2-Feb-04,3,2,30,344133.1682,75815.3939
YRS,30,2-Feb-04,4,1,15,344059.0968,75877.73
YRS,30,2-Feb-04,5,1,15,344066.1533,75904.0524
YRS,30,2-Feb-04,6,1,15,344092.3921,75908.7784
YRS,30,2-Feb-04,7,1,15,344276.3293,76150.1068
YRS,30,2-Feb-04,9,2,30,344094.7189,76044.692
YRS,30,2-Feb-04,10,1,15,344212.4326,76094.9857
YRS,30,2-Feb-04,13,3,45,344319.798,75788.5054
YRS,30,2-Feb-04,15,2,30,344124.2557,75952.0016
YRS,30,3-Feb-04,1,,0,344076.2931,75497.6331
YRS,30,3-Feb-04,2,1,15,343918.0788,75567.4559
YRS,30,3-Feb-04,4,2,30,344079.2463,75515.3226
YRS,30,3-Feb-04,5,1,15,344075.0325,75487.6956
YRS,30,3-Feb-04,6,1,15,344055.907,75437.13
YRS,30,3-Feb-04,7,1,15,344268.8503,75207.8281
YRS,30,3-Feb-04,10,3,45,344220.4522,75371.5774
YRS,30,3-Feb-04,11,1,15,344232.5109,75398.6857
YRS,30,3-Feb-04,12,1,15,344161.896,75562.9144
YRS,30,4-Feb-04,1,,0,344000.2961,75867.3973
YRS,30,4-Feb-04,2,1,15,344305.5094,75800.061
YRS,30,4-Feb-04,3,1,15,344570.4071,76458.8529
YRS,30,5-Feb-04,1,,0,344224.3999,75416.0687
YRS,30,5-Feb-04,2,1,15,344332.199,75586.8392
YRS,30,5-Feb-04,3,1,15,344320.5744,75566.4315
YRS,30,5-Feb-04,4,1,15,344240.6971,75466.1673
YRS,30,5-Feb-04,5,1,15,344181.1377,75456.3194
YRS,30,5-Feb-04,6,1,15,344161.1437,75340.8288
YRS,30,5-Feb-04,7,1,15,343935.9632,75385.9894
YRS,30,5-Feb-04,8,1,15,344263.6356,75507.5763
YRS,30,5-Feb-04,9,1,15,344260.4412,75500.7822
YRS,30,5-Mar-04,1,,0,344278.9244,73540.7271
YRS,30,5-Mar-04,2,1,15,344014.9427,75147.7768
YRS,30,6-Mar-04,1,,0,344011.6017,75157.3379
YRS,30,6-Mar-04,5,4,60,343902.1259,75451.9972
YRS,30,6-Mar-04,7,2,30,343934.51,75385.6
YRS,30,6-Mar-04,8,1,15,343930.3121,75425.54
YRS,30,6-Mar-04,10,2,30,343973.2463,75498.0984
YRS,30,6-Mar-04,11,1,15,343988.105,75505.9764
YRS,30,8-Mar-04,1,,0,343989.124,76080.9909
YRS,30,8-Mar-04,3,2,30,344121.2315,76170.6732
YRS,30,8-Mar-04,4,1,15,343972.4255,76041.4507
YRS,30,8-Mar-04,5,1,15,344067.4762,76433.6251
YRS,30,8-Mar-04,6,1,15,343971.9613,76156.952
YRS,30,8-Mar-04,7,1,15,343958.8141,76104.824
YRS,30,8-Mar-04,8,1,15,344022.7497,76153.6305
YRS,30,8-Mar-04,9,1,15,343988.2761,76023.0114
YRS,30,9-Mar-04,1,,0,343996.755,74924.7679
YRS,30,9-Mar-04,2,1,15,343470.8997,74902.7003
YRS,30,9-Mar-04,3,1,15,344036.7539,74945.663
YRS,30,9-Mar-04,4,1,15,344155.9172,74476.5514
YRS,30,9-Mar-04,5,1,15,344184.7885,75174.1915
YRS,30,9-Mar-04,6,1,15,344136.661,75296.0565
YRS,30,9-Mar-04,7,1,15,344187.2223,75299.4095
YRS,30,9-Mar-04,8,1,15,344131.8239,75321.0063
YRS,30,9-Mar-04,9,1,15,344061.0238,75332.7539
TBS,21,17-Mar-04,2,,0,372679.4145,69942.759
TBS,21,18-Mar-04,2,,0,372732.1318,70319.4579
TBS,21,20-Mar-04,1,,0,372166.7557,71606.5743
TBS,21,22-Mar-04,1,,0,372922.5966,71021.3414
TBS,21,23-Mar-04,1,,0,372843.7013,70720.979
TBS,21,24-Mar-04,2,,0,372505.7706,71133.8494
TBS,21,30-Mar-04,4,,0,372238.2646,71623.9113
TBS,21,1-Apr-04,1,,0,372917.3646,71148.4802
TBS,21,5-Apr-04,1,,0,372946.0374,71064.2501
TBS,21,7-Apr-04,1,,0,372961.1482,70865.9155
TBS,21,9-Apr-04,1,,0,372757.2276,70820.9885
TBS,21,17-Apr-04,1,,0,372926.4645,71032.0171
TBS,21,18-Apr-04,1,,0,373083.5027,70896.6296
TBS,21,30-Apr-04,1,,0,373201.4795,70750.6057
TBS,9,24-Dec-03,3,,0,372497.82,70513.91
TBS,9,31-Dec-03,7,,0,372456.6433,70189.8341
TBS,9,4-Jan-04,1,,0,372470.528,70519.2181
TBS,9,14-Jan-04,1,,0,372457.2447,70406.0448
TBS,9,16-Jan-04,1,,0,372409.5496,70260.9753
TBS,9,26-Jan-04,1,,0,372389.7323,70314.7062
TBS,9,29-Jan-04,1,,0,373185.7977,70954.0605
TBS,9,30-Jan-04,1,,0,372520.0584,70181.6902
TBS,84,6-Jul-01,19,,0,372459,69575.71
TBS,84,6-Jul-01,22,0.041666667,60,372333,69611.99
TBS,84,6-Jul-01,23,0.020833333,30,371774,69772.17
TBS,84,10-Jul-01,6,,0,372638,69691.37
TBS,84,10-Jul-01,7,0.020833333,30,371921,69729.98
TBS,84,10-Jul-01,8,0.020833333,30,370746,70080.3
TBS,84,10-Jul-01,12,0.083333333,120,374114,69579.28
TBS,84,12-Jul-01,6,,0,371330,69789.35
TBS,84,12-Jul-01,7,0.020833333,30,372770,69207.4
TBS,84,12-Jul-01,8,0.020833333,30,372770,69207.4
TBS,84,12-Jul-01,9,0.020833333,30,372799,68778.53
TBS,84,12-Jul-01,10,0.020833333,30,373729,68682.67
TBS,84,12-Jul-01,12,0.041666667,60,372644,69069.65
TBS,84,12-Jul-01,13,0.020833333,30,372109,69403.61
TBS,84,12-Jul-01,15,0.041666667,60,372552,69382.34
TBS,84,14-Jul-01,3,,0,372388,69520.05
TBS,84,14-Jul-01,4,0.020833333,30,370885,70054.8
TBS,84,14-Jul-01,6,0.020833333,30,373218,69516.11
TBS,84,14-Jul-01,7,0.020833333,30,373211,68540.27
TBS,84,14-Jul-01,8,0.020833333,30,371941,69478.62
TBS,84,14-Jul-01,9,0.020833333,30,372800,69568.21
TBS,84,14-Jul-01,12,0.0625,90,372384,69745.28
TBS,84,21-Jul-01,18,,0,372354,69962.65
TBS,84,21-Jul-01,21,0.041666667,60,372360,69892.28
TBS,84,21-Jul-01,23,0.041666667,60,372382,69817.91
TBS,84,23-Jul-01,21,,0,372798,69916.05
TBS,84,23-Jul-01,22,0.020833333,30,372939,69901.24
TBS,84,23-Jul-01,23,0.020833333,30,374667,69259.99
TBS,84,23-Jul-01,25,0.041666667,60,373562,69552.57
TBS,84,25-Jul-01,20,,0,372272,69971.27
TBS,84,25-Jul-01,21,0.013888889,20,372154,70014.75
TBS,84,25-Jul-01,22,0.020833333,30,372510,70169.12
TBS,84,25-Jul-01,25,0.0625,90,372027,69850.95
TBS,84,25-Jul-01,27,0.020833333,30,372007,69795.86
TBS,84,25-Jul-01,28,0.013888889,20,371860,69883.38
TBS,84,30-Jul-01,3,,0,372376,69783.03
TBS,84,30-Jul-01,4,0.020833333,30,372660,69727.93
TBS,84,30-Jul-01,6,0.020833333,30,372515,69870.49
TBS,84,30-Jul-01,7,0.020833333,30,372459,69878.36
TBS,84,30-Jul-01,8,0.020833333,30,373064,69600.75
TBS,84,30-Jul-01,9,0.020833333,30,372820,69563.19
TBS,84,30-Jul-01,10,0.020833333,30,372522,69677.01
TBS,84,30-Jul-01,12,0.041666667,60,371819,69865.39
TBS,84,1-Aug-01,21,,0,372822,69283.82
TBS,84,1-Aug-01,22,0.020833333,30,372784,69344.72
TBS,84,1-Aug-01,24,0.041666667,60,372727,69409.67
TBS,84,2-Aug-01,7,,0,372492,69644.96
TBS,84,2-Aug-01,8,0.020833333,30,372894,69727.63
TBS,84,2-Aug-01,9,0.020833333,30,372117,69673.78
TBS,84,2-Aug-01,10,0.020833333,30,371923,69671.13
TBS,84,2-Aug-01,11,0.020833333,30,372432,69659.88
TBS,84,2-Aug-01,12,0.020833333,30,373050,69747.79
TBS,84,4-Aug-01,21,,0,371385,69975.67
TBS,84,4-Aug-01,22,0.020833333,30,370940,70011.34
TBS,84,4-Aug-01,23,0.020833333,30,370965,69959.79
TBS,84,4-Aug-01,24,0.017361111,25,370924,70005.96
TBS,84,5-Aug-01,10,,0,372459,69575.71
TBS,84,5-Aug-01,11,0.020833333,30,371779,69873.79
TBS,84,5-Aug-01,12,0.020833333,30,371376,69995.22
TBS,84,5-Aug-01,14,0.041666667,60,372991,69616.3
TBS,84,5-Aug-01,17,0.0625,90,373154,69271.03
TBS,84,5-Aug-01,18,0.020833333,30,372543,69789.48
TBS,84,5-Aug-01,19,0.020833333,30,372492,69722.27
TBS,84,5-Aug-01,21,0.020833333,30,372234,69843.9
TBS,84,5-Aug-01,23,0.041666667,60,372261,69805.34
TBS,84,7-Aug-01,24,,0,373049,68985.1
TBS,84,7-Aug-01,25,0.020833333,30,373124,68951.82
TBS,84,9-Aug-01,11,,0,373151,69164.01
TBS,84,9-Aug-01,14,0.0625,90,371714,69789.56
TBS,84,9-Aug-01,15,0.020833333,30,372380,69444.91
TBS,84,9-Aug-01,17,0.041666667,60,372431,69344.54
TBS,84,9-Aug-01,18,0.020833333,30,372685,69681.32
TBS,84,9-Aug-01,21,0.041666667,60,372913,69724.23
TBS,84,9-Aug-01,22,0.020833333,30,373225,69137.19
TBS,84,9-Aug-01,23,0.020833333,30,373206,69873.16
TBS,84,9-Aug-01,24,0.020833333,30,373000,69518.26
TBS,84,9-Aug-01,25,0.020833333,30,373137,69484.28
TBS,84,10-Aug-01,20,,0,372219,70001.87
TBS,84,10-Aug-01,21,0.013888889,20,372464,70437.87
TBS,84,11-Aug-01,8,,0,370449,70155.41
TBS,84,11-Aug-01,9,0.020833333,30,373117,69589.48
TBS,84,14-Aug-01,5,,0,372543,69789.48
TBS,84,14-Aug-01,6,0.013888889,20,372841,69911.5
TBS,84,14-Aug-01,7,0.020833333,30,372449,69693.71
TBS,84,14-Aug-01,11,0.083333333,120,372492,69683.77
TBS,84,14-Aug-01,12,0.020833333,30,372480,69800.63
TBS,84,18-Aug-01,19,,0,371911,69585.29
TBS,84,18-Aug-01,21,0.020833333,30,372053,69754.52
TBS,84,18-Aug-01,25,0.083333333,120,372614,69359.74
TBS,84,19-Aug-01,7,,0,372646,70344.9
TBS,84,19-Aug-01,9,0.041666667,60,372492,70517.4
TBS,84,21-Aug-01,1,,0,372183,69852.92
TBS,84,21-Aug-01,6,0.079861111,115,372623,69775.41
TBS,84,21-Aug-01,7,0.020833333,30,372868,69864.86
TBS,84,21-Aug-01,8,0.020833333,30,372896,69816.97
TBS,84,21-Aug-01,9,0.020833333,30,372841,69911.5
TBS,84,21-Aug-01,10,0.020833333,30,373561,69947.38
TBS,84,21-Aug-01,12,0.041666667,60,370852,70136.84
TBS,84,21-Aug-01,13,0.020833333,30,372300,70102.43
TBS,84,21-Aug-01,14,0.020833333,30,372492,70095.7
TBS,49,6-Jul-01,38,,0,372338,70237.14167
TBS,49,6-Jul-01,40,0.020833333,30,372586,70399.92512
TBS,49,10-Jul-01,5,,0,372837,69513.34729
TBS,49,10-Jul-01,7,0.013888889,20,372833,69327.99219
TBS,49,10-Jul-01,9,0.020833333,30,372905,69588.47226
TBS,49,10-Jul-01,11,0.020833333,30,372084,69808.99057
TBS,49,10-Jul-01,19,0.083333333,120,374599,69577.5489
TBS,49,12-Jul-01,7,,0,373363,69316.48301
TBS,49,12-Jul-01,9,0.020833333,30,372899,68601.20701
TBS,49,12-Jul-01,11,0.020833333,30,372757,68631.97777
TBS,49,12-Jul-01,13,0.020833333,30,372592,69095.3391
TBS,49,12-Jul-01,15,0.020833333,30,373814,68029.4473
TBS,49,12-Jul-01,17,0.020833333,30,373448,69292.2249
TBS,49,12-Jul-01,22,0.0625,90,372283,69326.48884
TBS,49,14-Jul-01,3,,0,371774,69772.17669
TBS,49,14-Jul-01,7,0.020833333,30,372295,69586.75807
TBS,49,14-Jul-01,9,0.020833333,30,374128,68264.67659
TBS,49,14-Jul-01,11,0.020833333,30,372492,69233.13354
TBS,49,14-Jul-01,13,0.020833333,30,372238,69496.44941
TBS,49,14-Jul-01,17,0.041666667,60,371347,69743.08236
TBS,49,14-Jul-01,19,0.020833333,30,372427,69584.96773
TBS,49,21-Jul-01,27,0.125,180,372492,69644.96771
TBS,49,21-Jul-01,34,0.0625,90,372360,69892.28794
TBS,49,21-Jul-01,36,0.020833333,30,372415,70027.52173
TBS,49,21-Jul-01,38,0.020833333,30,372360,69892.28794
TBS,49,23-Jul-01,33,,0,372520,69716.33791
TBS,49,23-Jul-01,35,0.020833333,30,373445,70009.00932
TBS,49,23-Jul-01,37,0.020833333,30,373373,69749.86013
TBS,49,25-Jul-01,30,,0,372197,69785.01571
TBS,49,25-Jul-01,33,0.017361111,25,371900,69902.78922
TBS,49,25-Jul-01,35,0.020833333,30,372633,69853.8985
TBS,49,25-Jul-01,37,0.020833333,30,372516,69832.37566
TBS,49,25-Jul-01,41,0.041666667,60,372418,69811.48475
TBS,49,25-Jul-01,44,0.020833333,30,371864,69909.17116
TBS,49,25-Jul-01,45,0.013888889,20,371860,69883.38079
TBS,49,30-Jul-01,3,,0,372321,69828.6377
TBS,49,30-Jul-01,4,0.020833333,30,372318,69863.81741
TBS,49,30-Jul-01,8,0.020833333,30,372511,69983.57052
TBS,49,30-Jul-01,10,0.020833333,30,372382,69994.88028
TBS,49,30-Jul-01,12,0.020833333,30,372932,69811.86099
TBS,49,30-Jul-01,14,0.020833333,30,372887,69773.6701
TBS,49,30-Jul-01,18,0.041666667,60,371946,69950.38262
TBS,49,30-Jul-01,20,0.020833333,30,371864,69988.1779
TBS,49,30-Jul-01,29,0.145833333,210,371729,69980.97991
TBS,49,1-Aug-01,28,,0,372769,69663.41278
TBS,49,1-Aug-01,29,0.020833333,30,372866,69364.52821
TBS,49,1-Aug-01,33,0.020833333,30,372884,69310.41464
TBS,49,1-Aug-01,37,0.041666667,60,372971,69330.46983
TBS,49,1-Aug-01,39,0.020833333,30,372917,69347.96363
TBS,49,1-Aug-01,42,0.020833333,30,372920,69197.7662
TBS,49,2-Aug-01,10,,0,372492,69760.48205
TBS,49,2-Aug-01,12,0.020833333,30,373188,69259.88549
TBS,49,2-Aug-01,14,0.020833333,30,372288,69552.56776
TBS,49,2-Aug-01,15,0.020833333,30,372040,69818.50101
TBS,49,2-Aug-01,20,0.041666667,60,372821,69740.41183
TBS,49,5-Aug-01,15,,0,372560,69546.88189
TBS,49,5-Aug-01,18,0.020833333,30,372162,69920.06383
TBS,49,5-Aug-01,20,0.020833333,30,371543,69945.0649
TBS,49,5-Aug-01,21,0.020833333,30,372156,69793.81572
TBS,49,5-Aug-01,23,0.020833333,30,372633,69853.8985
TBS,49,5-Aug-01,24,0.020833333,30,373090,69693.05415
TBS,49,5-Aug-01,25,0.020833333,30,373065,69697.41192
TBS,49,5-Aug-01,26,0.020833333,30,374039,69122.70994
TBS,49,5-Aug-01,28,0.020833333,30,373031,69411.95
TBS,49,5-Aug-01,29,0.020833333,30,372678,69640.8467
TBS,49,5-Aug-01,33,0.020833333,30,372211,69782.12075
TBS,49,7-Aug-01,39,,0,373314,68480.70007
TBS,49,7-Aug-01,42,0.020833333,30,372839,69737.33322
TBS,49,7-Aug-01,44,0.020833333,30,373204,68916.04886
TBS,49,9-Aug-01,18,,0,373227,68785.61105
TBS,49,9-Aug-01,23,0.0625,90,371743,69930.49515
TBS,49,9-Aug-01,24,0.020833333,30,372197,69785.01571
TBS,49,9-Aug-01,25,0.020833333,30,372255,69738.61983
TBS,49,9-Aug-01,26,0.020833333,30,372530,69791.7454
TBS,49,9-Aug-01,28,0.020833333,30,372547,69468.21849
TBS,49,9-Aug-01,29,0.020833333,30,372357,69822.20207
TBS,49,9-Aug-01,33,0.020833333,30,372823,69696.12137
TBS,49,9-Aug-01,35,0.020833333,30,373137,69484.2853
TBS,49,9-Aug-01,39,0.041666667,60,373026,69511.90213
TBS,49,9-Aug-01,42,0.020833333,30,372928,69489.06034
TBS,49,10-Aug-01,31,,0,370390,67151.32073
TBS,49,10-Aug-01,33,0.010416667,15,371180,68952.13216
TBS,49,10-Aug-01,37,0.041666667,60,373483,69623.7813
TBS,49,11-Aug-01,12,,0,370942,70041.67955
TBS,49,11-Aug-01,14,0.020833333,30,373285,69500.70762
TBS,49,14-Aug-01,6,,0,372592,69701.01009
TBS,49,14-Aug-01,8,0.013888889,20,372894,69727.63834
TBS,49,14-Aug-01,10,0.020833333,30,372439,69503.29289
TBS,49,14-Aug-01,18,0.083333333,120,372418,69811.48475
TBS,49,14-Aug-01,20,0.020833333,30,372492,69722.27084
TBS,49,18-Aug-01,28,,0,371908,69818.77308
TBS,49,18-Aug-01,29,0.020833333,30,371896,69560.81132
TBS,49,18-Aug-01,33,0.020833333,30,372030,69879.88129
TBS,49,18-Aug-01,42,0.083333333,120,372878,69455.68226
TBS,49,18-Aug-01,43,0.013888889,20,372661,69560.70356
TBS,49,19-Aug-01,10,,0,372662,70382.92112
TBS,49,19-Aug-01,12,0.020833333,30,372529,70499.17357
TBS,49,19-Aug-01,14,0.020833333,30,372533,70558.34476
TBS,49,21-Aug-01,1,,0,372321,69828.6377
TBS,49,21-Aug-01,4,0.055555556,80,370724,70139.86553
TBS,49,21-Aug-01,8,0.020833333,30,372298,70035.67574
TBS,49,21-Aug-01,10,0.020833333,30,372913,69724.23708
TBS,49,21-Aug-01,12,0.020833333,30,372888,69906.59275
TBS,49,21-Aug-01,14,0.020833333,30,372829,69955.76426
TBS,49,21-Aug-01,15,0.020833333,30,374056,69719.02899
TBS,49,21-Aug-01,20,0.041666667,60,371607,70084.00036
TBS,49,21-Aug-01,21,0.020833333,30,372110,69927.3581
TBS,49,21-Aug-01,23,0.020833333,30,372377,69925.08954
TBS,28,23-Jul-01,23,,0,371613,69723.97471
TBS,28,23-Jul-01,24,0.020833333,30,371896,69560.81132
TBS,28,23-Jul-01,27,0.041666667,60,371186,70014.33293
TBS,28,25-Jul-01,18,,0,371649,69947.0683
TBS,28,25-Jul-01,22,0.038194444,55,370561,70175.08767
TBS,28,25-Jul-01,24,0.041666667,60,370637,70121.19607
TBS,28,25-Jul-01,26,0.020833333,30,371162,70005.01732
TBS,28,25-Jul-01,29,0.041666667,60,371647,69855.6024
TBS,28,25-Jul-01,30,0.013888889,20,371016,70036.02576
TBS,28,30-Jul-01,3,,0,370648,70123.62891
TBS,28,30-Jul-01,11,0.145833333,210,370781,70057.05772
TBS,28,30-Jul-01,12,0.020833333,30,370998,69971.66552
TBS,28,30-Jul-01,13,0.020833333,30,370868,70049.91783
TBS,28,30-Jul-01,19,0.104166667,150,370466,70158.40199
TBS,28,1-Aug-01,19,,0,370543,70101.21118
TBS,28,1-Aug-01,24,0.0625,90,370462,70157.68512
TBS,28,2-Aug-01,8,,0,371960,69470.27922
TBS,28,2-Aug-01,9,0.020833333,30,370694,70033.78746
TBS,28,2-Aug-01,11,0.041666667,60,370731,70109.00488
TBS,28,4-Aug-01,22,,0,370538,70100.20452
TBS,28,4-Aug-01,23,0.020833333,30,370631,70051.57599
TBS,28,4-Aug-01,24,0.020833333,30,370699,70068.61245
TBS,28,4-Aug-01,25,0.017361111,25,371214,69836.10512
TBS,28,5-Aug-01,9,,0,371961,69835.2598
TBS,28,5-Aug-01,10,0.020833333,30,371743,69930.49515
TBS,28,5-Aug-01,11,0.020833333,30,371488,69935.75908
TBS,28,5-Aug-01,12,0.020833333,30,371530,69842.12219
TBS,28,5-Aug-01,13,0.020833333,30,371256,70016.34114
TBS,28,5-Aug-01,19,0.104166667,150,370841,70073.22568
TBS,28,5-Aug-01,24,0.0625,90,370807,70095.53607
TBS,28,7-Aug-01,23,,0,370435,70152.84119
TBS,28,7-Aug-01,27,0.0625,90,370440,70153.79397
TBS,28,7-Aug-01,29,0.020833333,30,370429,70151.81017
TBS,28,9-Aug-01,11,,0,371225,69897.70968
